WordA,WordB,binom,alpha_logprob,nonalpha_logprob,model,prompt_value,prompt_text,preference
ocarinas,vibraphones,ocarinas and vibraphones,-59.55110168457031,-55.56780242919922,olmo2_1b,14,The meeting addressed issues related to the ,-3.9832992553710938
cymbals,ocarinas,cymbals and ocarinas,-53.9571647644043,-53.82677459716797,olmo2_1b,14,The meeting addressed issues related to the ,-0.13039016723632812
clarinets,ocarinas,clarinets and ocarinas,-53.47013473510742,-53.36933898925781,olmo2_1b,14,The meeting addressed issues related to the ,-0.10079574584960938
cellos,ocarinas,cellos and ocarinas,-58.73309326171875,-55.082763671875,olmo2_1b,14,The meeting addressed issues related to the ,-3.65032958984375
didgeridoos,vibraphones,didgeridoos and vibraphones,-59.85160446166992,-59.537147521972656,olmo2_1b,14,The meeting addressed issues related to the ,-0.3144569396972656
lutes,marimbas,lutes and marimbas,-53.95104217529297,-52.69082260131836,olmo2_1b,14,The meeting addressed issues related to the ,-1.2602195739746094
kalimbas,lutes,kalimbas and lutes,-57.18207931518555,-58.16378402709961,olmo2_1b,14,The meeting addressed issues related to the ,0.9817047119140625
clarinets,kalimbas,clarinets and kalimbas,-57.75759506225586,-59.88772964477539,olmo2_1b,14,The meeting addressed issues related to the ,2.1301345825195312
kalimbas,trumpets,kalimbas and trumpets,-57.67050552368164,-59.550052642822266,olmo2_1b,14,The meeting addressed issues related to the ,1.879547119140625
cellos,kalimbas,cellos and kalimbas,-57.970664978027344,-58.61873245239258,olmo2_1b,14,The meeting addressed issues related to the ,0.6480674743652344
kalimbas,saxophones,kalimbas and saxophones,-58.388484954833984,-54.28197479248047,olmo2_1b,14,The meeting addressed issues related to the ,-4.106510162353516
lutes,saxophones,lutes and saxophones,-53.277381896972656,-49.32246398925781,olmo2_1b,14,The meeting addressed issues related to the ,-3.9549179077148438
casserole,eagle,casserole and eagle,-54.10050964355469,-55.80656814575195,olmo2_1b,14,The meeting addressed issues related to the ,1.7060585021972656
kite,linguist,kite and linguist,-56.81458282470703,-58.10393142700195,olmo2_1b,14,The meeting addressed issues related to the ,1.2893486022949219
algorithm,perfume,algorithm and perfume,-55.8281135559082,-57.49856185913086,olmo2_1b,14,The meeting addressed issues related to the ,1.6704483032226562
forest,screwdriver,forest and screwdriver,-52.11328125,-55.73081970214844,olmo2_1b,14,The meeting addressed issues related to the ,3.6175384521484375
slipper,volcano,slipper and volcano,-56.03163528442383,-56.95417785644531,olmo2_1b,14,The meeting addressed issues related to the ,0.9225425720214844
harmonica,microscope,harmonica and microscope,-55.38481903076172,-54.794063568115234,olmo2_1b,14,The meeting addressed issues related to the ,-0.5907554626464844
cookbook,zenith,cookbook and zenith,-55.8485107421875,-58.52828598022461,olmo2_1b,14,The meeting addressed issues related to the ,2.6797752380371094
hammock,hydrogen,hammock and hydrogen,-54.76612854003906,-60.53364181518555,olmo2_1b,14,The meeting addressed issues related to the ,5.767513275146484
neuron,toaster,neuron and toaster,-54.93299865722656,-57.74974060058594,olmo2_1b,14,The meeting addressed issues related to the ,2.816741943359375
marshmallow,telescope,marshmallow and telescope,-53.193180084228516,-57.72406768798828,olmo2_1b,14,The meeting addressed issues related to the ,4.530887603759766
casserole,optics,casserole and optics,-53.85883331298828,-57.90485382080078,olmo2_1b,14,The meeting addressed issues related to the ,4.0460205078125
comet,encyclopedia,comet and encyclopedia,-51.31791687011719,-52.921810150146484,olmo2_1b,14,The meeting addressed issues related to the ,1.6038932800292969
nimbus,waffle,nimbus and waffle,-55.395774841308594,-59.72137451171875,olmo2_1b,14,The meeting addressed issues related to the ,4.325599670410156
photon,pumpkin,photon and pumpkin,-50.69554138183594,-55.753013610839844,olmo2_1b,14,The meeting addressed issues related to the ,5.057472229003906
lantern,syntax,lantern and syntax,-53.09944152832031,-55.4097900390625,olmo2_1b,14,The meeting addressed issues related to the ,2.3103485107421875
echo,vineyard,echo and vineyard,-55.69697570800781,-51.70750045776367,olmo2_1b,14,The meeting addressed issues related to the ,-3.9894752502441406
nebula,snowman,nebula and snowman,-52.837120056152344,-57.01812744140625,olmo2_1b,14,The meeting addressed issues related to the ,4.181007385253906
botany,teapot,botany and teapot,-53.7513313293457,-50.26272201538086,olmo2_1b,14,The meeting addressed issues related to the ,-3.4886093139648438
chisel,kaleidoscope,chisel and kaleidoscope,-55.930267333984375,-56.46540832519531,olmo2_1b,14,The meeting addressed issues related to the ,0.5351409912109375
lava,teacup,lava and teacup,-54.83504867553711,-55.07927703857422,olmo2_1b,14,The meeting addressed issues related to the ,0.24422836303710938
entropy,orchard,entropy and orchard,-52.57406997680664,-54.69540786743164,olmo2_1b,14,The meeting addressed issues related to the ,2.121337890625
axolotl,vineyard,axolotl and vineyard,-59.39014434814453,-54.77657699584961,olmo2_1b,14,The meeting addressed issues related to the ,-4.613567352294922
clockwork,meadow,clockwork and meadow,-54.4576530456543,-58.14326858520508,olmo2_1b,14,The meeting addressed issues related to the ,3.6856155395507812
algebra,telescope,algebra and telescope,-50.4701042175293,-52.931121826171875,olmo2_1b,14,The meeting addressed issues related to the ,2.461017608642578
arcade,topaz,arcade and topaz,-58.38661193847656,-62.389678955078125,olmo2_1b,14,The meeting addressed issues related to the ,4.0030670166015625
asteroid,compass,asteroid and compass,-53.5205192565918,-50.189414978027344,olmo2_1b,14,The meeting addressed issues related to the ,-3.331104278564453
bicycle,nebula,bicycle and nebula,-54.01414108276367,-53.455902099609375,olmo2_1b,14,The meeting addressed issues related to the ,-0.5582389831542969
bungalow,entropy,bungalow and entropy,-57.73932647705078,-60.2247428894043,olmo2_1b,14,The meeting addressed issues related to the ,2.4854164123535156
carnation,gnome,carnation and gnome,-56.92348861694336,-56.539085388183594,olmo2_1b,14,The meeting addressed issues related to the ,-0.3844032287597656
cinnamon,harmonica,cinnamon and harmonica,-58.27260208129883,-57.40204620361328,olmo2_1b,14,The meeting addressed issues related to the ,-0.8705558776855469
coral,syntax,coral and syntax,-53.32201385498047,-52.24347686767578,olmo2_1b,14,The meeting addressed issues related to the ,-1.0785369873046875
dandelion,pendulum,dandelion and pendulum,-57.43211364746094,-52.93088912963867,olmo2_1b,14,The meeting addressed issues related to the ,-4.501224517822266
delirium,telescope,delirium and telescope,-59.2238883972168,-59.243186950683594,olmo2_1b,14,The meeting addressed issues related to the ,0.019298553466796875
anchors,sandstorms,anchors and sandstorms,-56.574485778808594,-59.3634033203125,olmo2_1b,14,The meeting addressed issues related to the ,2.7889175415039062
scissors,volcanoes,scissors and volcanoes,-57.13603210449219,-56.475101470947266,olmo2_1b,14,The meeting addressed issues related to the ,-0.6609306335449219
equations,lanterns,equations and lanterns,-56.324195861816406,-53.80644607543945,olmo2_1b,14,The meeting addressed issues related to the ,-2.517749786376953
satellites,tulips,satellites and tulips,-53.911624908447266,-52.61641311645508,olmo2_1b,14,The meeting addressed issues related to the ,-1.2952117919921875
compasses,hedgehogs,compasses and hedgehogs,-54.53252029418945,-55.170135498046875,olmo2_1b,14,The meeting addressed issues related to the ,0.6376152038574219
comets,neckties,comets and neckties,-60.73421859741211,-58.068199157714844,olmo2_1b,14,The meeting addressed issues related to the ,-2.6660194396972656
castles,headphones,castles and headphones,-56.13905334472656,-59.239410400390625,olmo2_1b,14,The meeting addressed issues related to the ,3.1003570556640625
paperclips,pyramids,paperclips and pyramids,-55.26337432861328,-54.92999267578125,olmo2_1b,14,The meeting addressed issues related to the ,-0.33338165283203125
constellations,kettles,constellations and kettles,-52.91392135620117,-55.015872955322266,olmo2_1b,14,The meeting addressed issues related to the ,2.1019515991210938
kaleidoscopes,whales,kaleidoscopes and whales,-56.816383361816406,-56.5601806640625,olmo2_1b,14,The meeting addressed issues related to the ,-0.25620269775390625
meadows,pianos,meadows and pianos,-56.577911376953125,-56.335323333740234,olmo2_1b,14,The meeting addressed issues related to the ,-0.24258804321289062
magnets,zebras,magnets and zebras,-57.79923629760742,-55.21727752685547,olmo2_1b,14,The meeting addressed issues related to the ,-2.581958770751953
parrots,submarines,parrots and submarines,-57.144779205322266,-55.51765060424805,olmo2_1b,14,The meeting addressed issues related to the ,-1.6271286010742188
crayons,jungles,crayons and jungles,-57.64293670654297,-60.5092658996582,olmo2_1b,14,The meeting addressed issues related to the ,2.8663291931152344
harbor,teapot,harbor and teapot,-55.36294937133789,-50.81987380981445,olmo2_1b,14,The meeting addressed issues related to the ,-4.5430755615234375
notebook,quicksand,notebook and quicksand,-56.662227630615234,-57.27416229248047,olmo2_1b,14,The meeting addressed issues related to the ,0.6119346618652344
glacier,lantern,glacier and lantern,-53.05755615234375,-53.44264221191406,olmo2_1b,14,The meeting addressed issues related to the ,0.3850860595703125
microscope,puddle,microscope and puddle,-54.6904411315918,-54.27469253540039,olmo2_1b,14,The meeting addressed issues related to the ,-0.41574859619140625
compass,swan,compass and swan,-52.62238311767578,-52.76203536987305,olmo2_1b,14,The meeting addressed issues related to the ,0.13965225219726562
bonsai,cathedral,bonsai and cathedral,-56.33092498779297,-54.10744857788086,olmo2_1b,14,The meeting addressed issues related to the ,-2.2234764099121094
honeycomb,violin,honeycomb and violin,-57.16499710083008,-55.8510856628418,olmo2_1b,14,The meeting addressed issues related to the ,-1.3139114379882812
sailboat,stadium,sailboat and stadium,-52.429630279541016,-52.589393615722656,olmo2_1b,14,The meeting addressed issues related to the ,0.15976333618164062
acorns,skyscrapers,acorns and skyscrapers,-59.99351501464844,-60.9379768371582,olmo2_1b,14,The meeting addressed issues related to the ,0.9444618225097656
bell,trellis,bell and trellis,-52.78538513183594,-52.167945861816406,olmo2_1b,14,The meeting addressed issues related to the ,-0.6174392700195312
inkwell,kite,inkwell and kite,-53.1814079284668,-57.38716125488281,olmo2_1b,14,The meeting addressed issues related to the ,4.205753326416016
foxglove,trombone,foxglove and trombone,-57.99714660644531,-55.83329772949219,olmo2_1b,14,The meeting addressed issues related to the ,-2.163848876953125
carousel,quill,carousel and quill,-54.93251419067383,-56.09604263305664,olmo2_1b,14,The meeting addressed issues related to the ,1.1635284423828125
lighthouse,onion,lighthouse and onion,-52.446922302246094,-53.45778274536133,olmo2_1b,14,The meeting addressed issues related to the ,1.0108604431152344
cactus,chessboard,cactus and chessboard,-54.32377624511719,-56.240020751953125,olmo2_1b,14,The meeting addressed issues related to the ,1.9162445068359375
gallery,raindrop,gallery and raindrop,-54.665897369384766,-56.49828338623047,olmo2_1b,14,The meeting addressed issues related to the ,1.8323860168457031
cricket,plow,cricket and plow,-55.86735916137695,-54.39432907104492,olmo2_1b,14,The meeting addressed issues related to the ,-1.4730300903320312
fresco,gingerbread,fresco and gingerbread,-54.98155212402344,-59.587711334228516,olmo2_1b,14,The meeting addressed issues related to the ,4.606159210205078
cello,sunflower,cello and sunflower,-55.450077056884766,-54.27660369873047,olmo2_1b,14,The meeting addressed issues related to the ,-1.1734733581542969
archway,quilt,archway and quilt,-54.39144515991211,-54.401119232177734,olmo2_1b,14,The meeting addressed issues related to the ,0.009674072265625
compass,haystack,compass and haystack,-53.98345947265625,-53.20853042602539,olmo2_1b,14,The meeting addressed issues related to the ,-0.7749290466308594
beacon,millipede,beacon and millipede,-55.6436653137207,-56.755672454833984,olmo2_1b,14,The meeting addressed issues related to the ,1.1120071411132812
parchment,windmill,parchment and windmill,-57.20390701293945,-55.055809020996094,olmo2_1b,14,The meeting addressed issues related to the ,-2.1480979919433594
candlestick,meadow,candlestick and meadow,-55.34162139892578,-57.36922836303711,olmo2_1b,14,The meeting addressed issues related to the ,2.027606964111328
kiwis,wolverines,kiwis and wolverines,-49.43977737426758,-46.12386703491211,olmo2_1b,15,The presentation focused on ,-3.3159103393554688
kiwis,narwhals,kiwis and narwhals,-46.1342887878418,-45.8112907409668,olmo2_1b,15,The presentation focused on ,-0.322998046875
kiwis,ocelots,kiwis and ocelots,-49.80805587768555,-47.582008361816406,olmo2_1b,15,The presentation focused on ,-2.2260475158691406
ibex,kiwis,ibex and kiwis,-46.24176788330078,-49.02244567871094,olmo2_1b,15,The presentation focused on ,2.7806777954101562
harpies,kiwis,harpies and kiwis,-49.750213623046875,-51.08958435058594,olmo2_1b,15,The presentation focused on ,1.3393707275390625
axolotls,wolverines,axolotls and wolverines,-46.354957580566406,-46.124542236328125,olmo2_1b,15,The presentation focused on ,-0.23041534423828125
axolotls,ibex,axolotls and ibex,-45.71319580078125,-49.01456832885742,olmo2_1b,15,The presentation focused on ,3.301372528076172
axolotls,harpies,axolotls and harpies,-52.468650817871094,-47.74067306518555,olmo2_1b,15,The presentation focused on ,-4.727977752685547
axolotls,keas,axolotls and keas,-45.75897979736328,-48.04580307006836,olmo2_1b,15,The presentation focused on ,2.286823272705078
axolotls,bonobos,axolotls and bonobos,-47.83131790161133,-43.34033203125,olmo2_1b,15,The presentation focused on ,-4.490985870361328
axolotls,wombats,axolotls and wombats,-45.9163703918457,-42.873130798339844,olmo2_1b,15,The presentation focused on ,-3.0432395935058594
axolotls,lions,axolotls and lions,-45.083404541015625,-44.60280227661133,olmo2_1b,15,The presentation focused on ,-0.4806022644042969
ocelots,platypuses,ocelots and platypuses,-45.38237762451172,-45.006744384765625,olmo2_1b,15,The presentation focused on ,-0.37563323974609375
ibex,platypuses,ibex and platypuses,-50.717445373535156,-44.7055549621582,olmo2_1b,15,The presentation focused on ,-6.011890411376953
harpies,platypuses,harpies and platypuses,-48.949398040771484,-48.36432647705078,olmo2_1b,15,The presentation focused on ,-0.5850715637207031
keas,platypuses,keas and platypuses,-48.39779281616211,-41.95762252807617,olmo2_1b,15,The presentation focused on ,-6.4401702880859375
bonobos,platypuses,bonobos and platypuses,-42.16224670410156,-43.96296691894531,olmo2_1b,15,The presentation focused on ,1.80072021484375
harpies,wolverines,harpies and wolverines,-47.75920486450195,-46.969329833984375,olmo2_1b,15,The presentation focused on ,-0.7898750305175781
keas,wolverines,keas and wolverines,-45.9288330078125,-44.2598876953125,olmo2_1b,15,The presentation focused on ,-1.6689453125
bonobos,wolverines,bonobos and wolverines,-44.60857009887695,-45.88020706176758,olmo2_1b,15,The presentation focused on ,1.271636962890625
capybaras,ibex,capybaras and ibex,-43.732826232910156,-46.260528564453125,olmo2_1b,15,The presentation focused on ,2.5277023315429688
capybaras,harpies,capybaras and harpies,-47.704227447509766,-48.204593658447266,olmo2_1b,15,The presentation focused on ,0.5003662109375
capybaras,keas,capybaras and keas,-42.68011474609375,-47.8238525390625,olmo2_1b,15,The presentation focused on ,5.14373779296875
ibex,narwhals,ibex and narwhals,-44.068607330322266,-44.12794876098633,olmo2_1b,15,The presentation focused on ,0.0593414306640625
harpies,narwhals,harpies and narwhals,-44.93745040893555,-44.680503845214844,olmo2_1b,15,The presentation focused on ,-0.2569465637207031
keas,narwhals,keas and narwhals,-44.768375396728516,-45.65959167480469,olmo2_1b,15,The presentation focused on ,0.8912162780761719
ibex,ocelots,ibex and ocelots,-46.840065002441406,-43.55092239379883,olmo2_1b,15,The presentation focused on ,-3.289142608642578
keas,ocelots,keas and ocelots,-49.06282043457031,-44.17095947265625,olmo2_1b,15,The presentation focused on ,-4.8918609619140625
bonobos,ocelots,bonobos and ocelots,-42.77983093261719,-45.80415344238281,olmo2_1b,15,The presentation focused on ,3.024322509765625
harpies,ibex,harpies and ibex,-47.51000213623047,-48.22941970825195,olmo2_1b,15,The presentation focused on ,0.7194175720214844
ibex,keas,ibex and keas,-47.1391716003418,-46.715274810791016,olmo2_1b,15,The presentation focused on ,-0.42389678955078125
bonobos,ibex,bonobos and ibex,-43.36675262451172,-44.5238037109375,olmo2_1b,15,The presentation focused on ,1.1570510864257812
ibex,koalas,ibex and koalas,-48.22185516357422,-44.618499755859375,olmo2_1b,15,The presentation focused on ,-3.6033554077148438
ibex,sloths,ibex and sloths,-44.12772750854492,-45.58334732055664,olmo2_1b,15,The presentation focused on ,1.4556198120117188
aardvarks,ibex,aardvarks and ibex,-44.50103759765625,-45.41952133178711,olmo2_1b,15,The presentation focused on ,0.9184837341308594
harpies,keas,harpies and keas,-50.31837463378906,-45.02824020385742,olmo2_1b,15,The presentation focused on ,-5.290134429931641
bonobos,harpies,bonobos and harpies,-44.965850830078125,-49.34315872192383,olmo2_1b,15,The presentation focused on ,4.377307891845703
harpies,koalas,harpies and koalas,-49.024024963378906,-51.0401496887207,olmo2_1b,15,The presentation focused on ,2.016124725341797
harpies,wombats,harpies and wombats,-47.89279556274414,-48.857765197753906,olmo2_1b,15,The presentation focused on ,0.9649696350097656
aardvarks,harpies,aardvarks and harpies,-47.50823211669922,-48.20829772949219,olmo2_1b,15,The presentation focused on ,0.7000656127929688
bonobos,keas,bonobos and keas,-43.52433776855469,-47.421749114990234,olmo2_1b,15,The presentation focused on ,3.897411346435547
keas,koalas,keas and koalas,-43.82609176635742,-42.97389602661133,olmo2_1b,15,The presentation focused on ,-0.8521957397460938
keas,sloths,keas and sloths,-45.99123764038086,-43.970069885253906,olmo2_1b,15,The presentation focused on ,-2.021167755126953
keas,wombats,keas and wombats,-47.14466094970703,-40.855743408203125,olmo2_1b,15,The presentation focused on ,-6.288917541503906
keas,lions,keas and lions,-44.884647369384766,-41.91560745239258,olmo2_1b,15,The presentation focused on ,-2.9690399169921875
aardvarks,keas,aardvarks and keas,-42.37123489379883,-47.07826614379883,olmo2_1b,15,The presentation focused on ,4.70703125
bonobos,wombats,bonobos and wombats,-43.22740173339844,-44.858951568603516,olmo2_1b,15,The presentation focused on ,1.6315498352050781
aardvarks,bonobos,aardvarks and bonobos,-42.77560806274414,-42.256221771240234,olmo2_1b,15,The presentation focused on ,-0.5193862915039062
ocarinas,vibraphones,ocarinas and vibraphones,-46.280433654785156,-46.04713821411133,olmo2_1b,15,The presentation focused on ,-0.23329544067382812
cymbals,ocarinas,cymbals and ocarinas,-43.09383773803711,-42.127166748046875,olmo2_1b,15,The presentation focused on ,-0.9666709899902344
clarinets,ocarinas,clarinets and ocarinas,-43.114837646484375,-41.31148147583008,olmo2_1b,15,The presentation focused on ,-1.8033561706542969
cellos,ocarinas,cellos and ocarinas,-47.9766731262207,-42.55300521850586,olmo2_1b,15,The presentation focused on ,-5.423667907714844
didgeridoos,vibraphones,didgeridoos and vibraphones,-47.48009490966797,-46.119876861572266,olmo2_1b,15,The presentation focused on ,-1.3602180480957031
lutes,marimbas,lutes and marimbas,-46.38593673706055,-40.77777862548828,olmo2_1b,15,The presentation focused on ,-5.608158111572266
kalimbas,lutes,kalimbas and lutes,-46.030704498291016,-50.472503662109375,olmo2_1b,15,The presentation focused on ,4.441799163818359
clarinets,kalimbas,clarinets and kalimbas,-46.47222137451172,-46.739418029785156,olmo2_1b,15,The presentation focused on ,0.2671966552734375
kalimbas,trumpets,kalimbas and trumpets,-46.6629753112793,-45.77144241333008,olmo2_1b,15,The presentation focused on ,-0.8915328979492188
cellos,kalimbas,cellos and kalimbas,-47.58158493041992,-47.64051055908203,olmo2_1b,15,The presentation focused on ,0.058925628662109375
kalimbas,saxophones,kalimbas and saxophones,-47.472373962402344,-43.32117462158203,olmo2_1b,15,The presentation focused on ,-4.1511993408203125
lutes,saxophones,lutes and saxophones,-45.66325378417969,-39.841064453125,olmo2_1b,15,The presentation focused on ,-5.8221893310546875
casserole,eagle,casserole and eagle,-50.55626678466797,-47.811927795410156,olmo2_1b,15,The presentation focused on ,-2.7443389892578125
kite,linguist,kite and linguist,-49.19041442871094,-48.002323150634766,olmo2_1b,15,The presentation focused on ,-1.1880912780761719
algorithm,perfume,algorithm and perfume,-46.520957946777344,-46.61531066894531,olmo2_1b,15,The presentation focused on ,0.09435272216796875
forest,screwdriver,forest and screwdriver,-47.13506317138672,-48.654991149902344,olmo2_1b,15,The presentation focused on ,1.519927978515625
slipper,volcano,slipper and volcano,-48.097145080566406,-49.10762405395508,olmo2_1b,15,The presentation focused on ,1.0104789733886719
harmonica,microscope,harmonica and microscope,-45.671363830566406,-46.80070114135742,olmo2_1b,15,The presentation focused on ,1.1293373107910156
cookbook,zenith,cookbook and zenith,-49.32767868041992,-53.645477294921875,olmo2_1b,15,The presentation focused on ,4.317798614501953
hammock,hydrogen,hammock and hydrogen,-49.450687408447266,-49.10783386230469,olmo2_1b,15,The presentation focused on ,-0.3428535461425781
neuron,toaster,neuron and toaster,-46.95071792602539,-49.29093551635742,olmo2_1b,15,The presentation focused on ,2.3402175903320312
marshmallow,telescope,marshmallow and telescope,-45.295204162597656,-46.740421295166016,olmo2_1b,15,The presentation focused on ,1.4452171325683594
casserole,optics,casserole and optics,-51.99380111694336,-47.581844329833984,olmo2_1b,15,The presentation focused on ,-4.411956787109375
comet,encyclopedia,comet and encyclopedia,-46.73963928222656,-45.41404342651367,olmo2_1b,15,The presentation focused on ,-1.3255958557128906
nimbus,waffle,nimbus and waffle,-49.6171989440918,-50.19702911376953,olmo2_1b,15,The presentation focused on ,0.5798301696777344
photon,pumpkin,photon and pumpkin,-44.474037170410156,-46.898468017578125,olmo2_1b,15,The presentation focused on ,2.4244308471679688
lantern,syntax,lantern and syntax,-46.18201446533203,-44.54339599609375,olmo2_1b,15,The presentation focused on ,-1.6386184692382812
echo,vineyard,echo and vineyard,-47.11072540283203,-46.50994873046875,olmo2_1b,15,The presentation focused on ,-0.6007766723632812
nebula,snowman,nebula and snowman,-48.65610122680664,-49.777217864990234,olmo2_1b,15,The presentation focused on ,1.1211166381835938
botany,teapot,botany and teapot,-46.79193115234375,-47.50817108154297,olmo2_1b,15,The presentation focused on ,0.7162399291992188
chisel,kaleidoscope,chisel and kaleidoscope,-49.524417877197266,-47.08131790161133,olmo2_1b,15,The presentation focused on ,-2.4430999755859375
lava,teacup,lava and teacup,-47.735015869140625,-47.664405822753906,olmo2_1b,15,The presentation focused on ,-0.07061004638671875
entropy,orchard,entropy and orchard,-44.63731002807617,-48.22709655761719,olmo2_1b,15,The presentation focused on ,3.5897865295410156
axolotl,vineyard,axolotl and vineyard,-49.20598602294922,-48.874298095703125,olmo2_1b,15,The presentation focused on ,-0.33168792724609375
clockwork,meadow,clockwork and meadow,-46.91272735595703,-50.434288024902344,olmo2_1b,15,The presentation focused on ,3.5215606689453125
algebra,telescope,algebra and telescope,-42.08100509643555,-42.64746856689453,olmo2_1b,15,The presentation focused on ,0.5664634704589844
arcade,topaz,arcade and topaz,-53.096092224121094,-51.410675048828125,olmo2_1b,15,The presentation focused on ,-1.6854171752929688
asteroid,compass,asteroid and compass,-47.391380310058594,-44.759971618652344,olmo2_1b,15,The presentation focused on ,-2.63140869140625
bicycle,nebula,bicycle and nebula,-47.857505798339844,-46.6273307800293,olmo2_1b,15,The presentation focused on ,-1.2301750183105469
bungalow,entropy,bungalow and entropy,-51.32941818237305,-49.18803787231445,olmo2_1b,15,The presentation focused on ,-2.1413803100585938
carnation,gnome,carnation and gnome,-48.797916412353516,-50.79816436767578,olmo2_1b,15,The presentation focused on ,2.0002479553222656
cinnamon,harmonica,cinnamon and harmonica,-46.245323181152344,-46.61371612548828,olmo2_1b,15,The presentation focused on ,0.3683929443359375
coral,syntax,coral and syntax,-44.37952423095703,-40.74518585205078,olmo2_1b,15,The presentation focused on ,-3.63433837890625
dandelion,pendulum,dandelion and pendulum,-48.848228454589844,-46.33277130126953,olmo2_1b,15,The presentation focused on ,-2.5154571533203125
delirium,telescope,delirium and telescope,-47.4468994140625,-49.971832275390625,olmo2_1b,15,The presentation focused on ,2.524932861328125
anchors,sandstorms,anchors and sandstorms,-47.77659225463867,-47.16382598876953,olmo2_1b,15,The presentation focused on ,-0.6127662658691406
scissors,volcanoes,scissors and volcanoes,-44.710575103759766,-46.52717590332031,olmo2_1b,15,The presentation focused on ,1.8166007995605469
equations,lanterns,equations and lanterns,-44.005393981933594,-44.79511260986328,olmo2_1b,15,The presentation focused on ,0.7897186279296875
satellites,tulips,satellites and tulips,-45.53305435180664,-44.43193054199219,olmo2_1b,15,The presentation focused on ,-1.1011238098144531
compasses,hedgehogs,compasses and hedgehogs,-44.524166107177734,-47.99172592163086,olmo2_1b,15,The presentation focused on ,3.467559814453125
comets,neckties,comets and neckties,-46.87631607055664,-52.68922805786133,olmo2_1b,15,The presentation focused on ,5.8129119873046875
castles,headphones,castles and headphones,-43.90785598754883,-48.556331634521484,olmo2_1b,15,The presentation focused on ,4.648475646972656
paperclips,pyramids,paperclips and pyramids,-44.89194107055664,-46.48366165161133,olmo2_1b,15,The presentation focused on ,1.5917205810546875
constellations,kettles,constellations and kettles,-45.781532287597656,-44.700496673583984,olmo2_1b,15,The presentation focused on ,-1.0810356140136719
kaleidoscopes,whales,kaleidoscopes and whales,-44.04341506958008,-46.660926818847656,olmo2_1b,15,The presentation focused on ,2.617511749267578
meadows,pianos,meadows and pianos,-48.69657897949219,-46.41062927246094,olmo2_1b,15,The presentation focused on ,-2.28594970703125
magnets,zebras,magnets and zebras,-46.97443389892578,-48.32544708251953,olmo2_1b,15,The presentation focused on ,1.35101318359375
parrots,submarines,parrots and submarines,-47.559104919433594,-43.73948669433594,olmo2_1b,15,The presentation focused on ,-3.8196182250976562
crayons,jungles,crayons and jungles,-45.92844772338867,-51.223026275634766,olmo2_1b,15,The presentation focused on ,5.294578552246094
harbor,teapot,harbor and teapot,-50.4681396484375,-48.35365676879883,olmo2_1b,15,The presentation focused on ,-2.114482879638672
notebook,quicksand,notebook and quicksand,-50.434879302978516,-48.001583099365234,olmo2_1b,15,The presentation focused on ,-2.4332962036132812
glacier,lantern,glacier and lantern,-46.178348541259766,-45.73625564575195,olmo2_1b,15,The presentation focused on ,-0.4420928955078125
microscope,puddle,microscope and puddle,-47.99897003173828,-45.67903518676758,olmo2_1b,15,The presentation focused on ,-2.319934844970703
compass,swan,compass and swan,-46.26087951660156,-47.868370056152344,olmo2_1b,15,The presentation focused on ,1.6074905395507812
bonsai,cathedral,bonsai and cathedral,-45.16545104980469,-48.749725341796875,olmo2_1b,15,The presentation focused on ,3.5842742919921875
honeycomb,violin,honeycomb and violin,-45.981719970703125,-47.07003402709961,olmo2_1b,15,The presentation focused on ,1.0883140563964844
sailboat,stadium,sailboat and stadium,-46.10427474975586,-47.267967224121094,olmo2_1b,15,The presentation focused on ,1.1636924743652344
acorns,skyscrapers,acorns and skyscrapers,-47.58834457397461,-49.33424377441406,olmo2_1b,15,The presentation focused on ,1.7458992004394531
bell,trellis,bell and trellis,-46.650360107421875,-44.65227127075195,olmo2_1b,15,The presentation focused on ,-1.9980888366699219
inkwell,kite,inkwell and kite,-48.258750915527344,-52.33992004394531,olmo2_1b,15,The presentation focused on ,4.081169128417969
foxglove,trombone,foxglove and trombone,-49.079315185546875,-49.828819274902344,olmo2_1b,15,The presentation focused on ,0.7495040893554688
carousel,quill,carousel and quill,-43.989749908447266,-49.776641845703125,olmo2_1b,15,The presentation focused on ,5.786891937255859
lighthouse,onion,lighthouse and onion,-48.496070861816406,-47.687313079833984,olmo2_1b,15,The presentation focused on ,-0.8087577819824219
cactus,chessboard,cactus and chessboard,-50.21932601928711,-51.496463775634766,olmo2_1b,15,The presentation focused on ,1.2771377563476562
gallery,raindrop,gallery and raindrop,-47.67979431152344,-47.06340789794922,olmo2_1b,15,The presentation focused on ,-0.6163864135742188
cricket,plow,cricket and plow,-44.96613693237305,-47.73432540893555,olmo2_1b,15,The presentation focused on ,2.7681884765625
fresco,gingerbread,fresco and gingerbread,-46.5224494934082,-47.95815658569336,olmo2_1b,15,The presentation focused on ,1.4357070922851562
cello,sunflower,cello and sunflower,-46.454036712646484,-46.746742248535156,olmo2_1b,15,The presentation focused on ,0.2927055358886719
archway,quilt,archway and quilt,-45.85527420043945,-50.34876251220703,olmo2_1b,15,The presentation focused on ,4.493488311767578
compass,haystack,compass and haystack,-49.39605712890625,-43.91147232055664,olmo2_1b,15,The presentation focused on ,-5.484584808349609
beacon,millipede,beacon and millipede,-48.91586685180664,-50.29180145263672,olmo2_1b,15,The presentation focused on ,1.3759346008300781
